Year,Slot,Section,Context,QuestionText,OptionA,OptionB,OptionC,OptionD,AnswerType,CorrectAnswer,ImageFiles,Unnamed: 12,Unnamed: 13,tag
2024,Slot 1,VARC,"The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Cartographers design and create maps to communicate information about phenomena located somewhere on our planet. In the past, cartographers did not worry too much about who was going to read their maps. Although some simple ""usability"" research was done—like comparing whether circle or bar symbols worked best—cartographers knew how to make maps. This has changed now, however, due to all kinds of societal and technological developments. Today, map readers are more demanding—mostly because of the tools they use to read maps. Cartographers, who are also influenced by these trends, are now more interested in seeing if their products are efficient, effective, and appreciated.","The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Cartographers design and create maps to communicate information about phenomena located somewhere on our planet. In the past, cartographers did not worry too much about who was going to read their maps. Although some simple ""usability"" research was done—like comparing whether circle or bar symbols worked best—cartographers knew how to make maps. This has changed now, however, due to all kinds of societal and technological developments. Today, map readers are more demanding—mostly because of the tools they use to read maps. Cartographers, who are also influenced by these trends, are now more interested in seeing if their products are efficient, effective, and appreciated.",New technological developments have prompted cartographers to experiment with their maps by applying these new innovations.,Modern mapmakers evaluate a map's effectiveness efficiency and satisfaction of the user through a series of experiments.,"Today, cartographers also need to look into the usability of maps because of the new technological developments.",Maps are being used for a variety of reasons and therefore map readers have become more demanding.,MCQ,C,,,,
2024,Slot 1,VARC,"Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.","Animals have an interest in fulfilling their basic needs, but also in avoiding suffering, and thus we ought to extend moral consideration.","Singer viewed himself as a utilitarian, and presents a direct moral theory concerning animal rights, in contrast to indirect positions, such as welfarist views.","He argued for extending moral consideration to animals because, similar to humans, animals have certain significant interests.",The event that publicly announced animal rights as a legitimate issue within contemporary philosophy was Peter Singer's Animal Liberation text in 1975.,MCQ,A,,,,
2024,Slot 1,VARC,"According to the text, the western barred bandicoots now have a flattering name because they have","According to the text, the western barred bandicoots now have a flattering name because they have",grown fivefold in terms of population.,led a revival in preserving the species.,aided in altering an arid environment.,led to a surge and increase of rainfall.,MCQ,C,,,,
2024,Slot 1,VARC,Which one of the following options does NOT represent the characteristics of the western barred bandicoot?,Which one of the following options does NOT represent the characteristics of the western barred bandicoot?,Look of a rat but with a baby pouch and a slender snout,Shallow diggers having an elongated muzzle,"Long thin nose, black striped back, pouch for joeys",Smallest black striped marsupial that uses camouflage and dig,MCQ,D,,,,
2024,Slot 1,VARC,The text uses the word 'exclosures' because Wild Deserts has adopted a measure of,The text uses the word 'exclosures' because Wild Deserts has adopted a measure of,restoring cattle damaged deserts to green landscapes.,excluding animals to make the islands predator-free.,ridding the main desert of feral cats and large bilbies.,barring the entry of invasive species.,MCQ,D,,,,
2024,Slot 1,VARC,Which one of the following statements provides a gist of this passage?,Which one of the following statements provides a gist of this passage?,The negligent attitude of the British colonists towards these bandicoots evidenced by the names given to them led to their annihilation.,A type of bandicoots was nearly wiped out by invasive species but rescuers now pin hopes on a remnant island population.,Marsupials are going extinct due to the colonial era transformation of the ecosystem which also destroyed natural vegetation.,"The onslaught of animals, such as cattle, rabbits and housecats, brought in by the British led to the extinction of the western barred bandicoot.",MCQ,B,,,,
2024,Slot 1,VARC,"There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: The brain isn't organized the way you might set up your home office or bathroom medicine cabinet. Paragraph: ___(1)___. You can't just put things anywhere you want to. The evolved architecture of the brain is haphazard and disjointed, and incorporates multiple systems, each of which has a mind of its own. ___(2)___. Evolution doesn't design things and it doesn't build systems—it settles on systems that, historically, conveyed a survival benefit. There is no overarching, grand planner engineering the systems so that they work harmoniously together. ___(3)___. The brain is more like a big, old house with piecemeal renovations done on every floor, and less like new construction. ___(4)___.","There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: The brain isn't organized the way you might set up your home office or bathroom medicine cabinet. Paragraph: ___(1)___. You can't just put things anywhere you want to. The evolved architecture of the brain is haphazard and disjointed, and incorporates multiple systems, each of which has a mind of its own. ___(2)___. Evolution doesn't design things and it doesn't build systems—it settles on systems that, historically, conveyed a survival benefit. There is no overarching, grand planner engineering the systems so that they work harmoniously together. ___(3)___. The brain is more like a big, old house with piecemeal renovations done on every floor, and less like new construction. ___(4)___.",Option 1,Option 4,Option 2,Option 3,MCQ,A,,,,
2024,Slot 1,VARC,In the first paragraph the author is making the point that economists like Becker,In the first paragraph the author is making the point that economists like Becker,tended to guard their discipline from poaching by academics from other subject areas.,benefitted from the application of their principles and concepts to non-economic phenomena.,"used economics to analyse non-market behaviour, without incorporating perspectives from other areas of inquiry.",had begun to borrow concepts from other disciplines but were averse to the latter applying economic principles.,MCQ,C,,,,
2024,Slot 1,VARC,"""Times have changed for the once almighty discipline."" We can infer from this statement and the associated paragraph that the author is being","""Times have changed for the once almighty discipline."" We can infer from this statement and the associated paragraph that the author is being","disparaging of economists' inability to precisely predict market behaviour, and are now borrowing from other disciplines to remedy this.","sarcastic about how economists, who earlier shunned other disciplines, are now beginning to incorporate them in their analyses.",critical of economists' openly borrowing and collaborating across disciplines to explain how humans make decisions.,judgemental about the ability of economic tools to accurately manage crises leading to the downfall of this lofty science.,MCQ,B,,,,
2024,Slot 1,VARC,The author critiques Schiller's approach to behavioural economics for,The author critiques Schiller's approach to behavioural economics for,relying excessively on storytelling as the main influence on the formation of perceptions.,denigrating the role of institutions while creating a link between behavioural economics and perceptions.,linking emotions and rational behaviour without considering the mediation of social institutions.,ignoring the marginal role that media and politics play in influencing people's behaviour.,MCQ,C,,,,
2024,Slot 1,VARC,"We can infer from the passage that the term ''homo economicus"" refers to someone who","We can infer from the passage that the term ''homo economicus"" refers to someone who",makes rational decisions based on their own preferences.,is not influenced by the preferences and choices of others.,maximises their opportunities based on nonmarket choices.,believes in borrowing and collaborating with other disciplines in their work.,MCQ,A,,,,
2024,Slot 1,VARC,"The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Certain codes may, of course, be so widely distributed in a specific language community or culture, and be learned at so early an age, that they appear not to be constructed – the effect of an articulation between sign and referent – but to be 'naturally' given. Simple visual signs appear to have achieved a 'near-universality' in this sense: though evidence remains that even apparently 'natural' visual codes are culture specific. However, this does not mean that no codes have intervened; rather, that the codes have been profoundly naturalized. The operation of naturalized codes reveals not the transparency and 'naturalness' of language but the depth, the habituation and the near-universality of the codes in use. They produce apparently 'natural' recognitions. This has the (ideological) effect of concealing the practices of coding which are present.","The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Certain codes may, of course, be so widely distributed in a specific language community or culture, and be learned at so early an age, that they appear not to be constructed – the effect of an articulation between sign and referent – but to be 'naturally' given. Simple visual signs appear to have achieved a 'near-universality' in this sense: though evidence remains that even apparently 'natural' visual codes are culture specific. However, this does not mean that no codes have intervened; rather, that the codes have been profoundly naturalized. The operation of naturalized codes reveals not the transparency and 'naturalness' of language but the depth, the habituation and the near-universality of the codes in use. They produce apparently 'natural' recognitions. This has the (ideological) effect of concealing the practices of coding which are present.",Learning linguistic and visual signs at an early age makes all such codes appear natural. This naturalization of codes is the effect of ideology.,"Language and visual signs are codes. However, some of the codes are so widespread that they not only seem naturally given but also hide the mechanism of coding behind the signs.","All codes, linguistic and visual, have a natural origin but some are so widespread that they become universal. This is what hides the mechanism of coding behind signs.",Not all codes are natural but certain codes are naturalized and made to appear universal. Ideology aims to hide the mechanism of coding behind signs.,MCQ,B,,,,
2024,Slot 1,VARC,We can infer from the passage that medieval crafts guilds resembled mass production in that both,We can infer from the passage that medieval crafts guilds resembled mass production in that both,discouraged innovation by restricting entry through strict rules.,focused excessively on product quality.,did not necessarily promote creativity.,did not always employ egalitarian production processes.,MCQ,C,,,,
2024,Slot 1,VARC,The most recent revival in interest in the crafts is a result of the emergence of all of the following EXCEPT:,The most recent revival in interest in the crafts is a result of the emergence of all of the following EXCEPT:,support for individual creations as opposed to mass-produced objects.,a greater interest in buying locally produced goods.,a niche market for discerning buyers of quality products.,concerns about the environmental impact of mass production.,MCQ,A,,,,
2024,Slot 1,VARC,The author questions the ability of crafts to create substantial employment opportunities presently because,The author questions the ability of crafts to create substantial employment opportunities presently because,regulatory requirements could make it difficult for small crafts outfits to compete.,workers made redundant by automation are unlikely to opt for crafts-related work.,crafts guilds tend to resist new entrants and are unlikely to accept large numbers of trainees.,the low scale of crafts production will not be able to absorb the mass of redundant labour.,MCQ,A,,,,
2024,Slot 1,VARC,Which one of the following statements is NOT inconsistent with the views stated in the passage?,Which one of the following statements is NOT inconsistent with the views stated in the passage?,Creativity in the crafts could be stifled if the market for artisan goods becomes too organised.,"The Arts and Crafts movement was initially inspired by the ""American system"" of production.",The agile movement in software is a throwback to the tenets of the medieval crafts guilds.,We need to support the crafts; only then can we retain the creativity intrinsic to their production.,MCQ,A,,,,
2024,Slot 1,VARC,"Which of the following statements is suggested by the sentence ""Back then, at least, cinema was defined by its ephemerality: the sense that a film was as good as gone once it left your local cinema""?","Which of the following statements is suggested by the sentence ""Back then, at least, cinema was defined by its ephemerality: the sense that a film was as good as gone once it left your local cinema""?","Today, films are expected to be available for a long time, since they are no longer tied solely to their stay at the local cinema.","Cinema is now no longer as ephemeral as it used to be earlier, because the technology used for creating and preserving films has improved manifold.","Presently, there is no reason why film studios should remove access to films once they have left the local cinema.","Around a century ago, people were more accepting of not having access to films once they left the local cinema.",MCQ,A,,,,
2024,Slot 1,VARC,"""Netflix had begun editing old episodes of Stranger Things to retroactively improve their visual effects."" What is the purpose of this example used in the passage?","""Netflix had begun editing old episodes of Stranger Things to retroactively improve their visual effects."" What is the purpose of this example used in the passage?",To show a practice that justifies the fears of people who feel streaming services cannot be trusted to be custodians of cultural artefacts like film.,To show how unsubstantiated reports are leading to an increase in the level of distrust towards streaming services.,"To show that art in the digital age, specifically film, is no longer sacrosanct, and may be changed to suit changing tastes or technology.",To show that streaming services are controlling access to the cultural commons rather than expanding it.,MCQ,A,,,,
2024,Slot 1,VARC,"Which one of the following statements, if true, would best invalidate the main argument of the passage?","Which one of the following statements, if true, would best invalidate the main argument of the passage?","Improved cloud storage services have made it possible for movie collections to now be preserved in perpetuity, without the need to keep migrating the files.",Studios and streaming services have committed to giving customers perpetual and platform-independent access to the original digital content they have paid for.,Recent research has irrefutably proven that Blu-Ray discs have a shelf life of at least 100 years.,"When moving to a different geographical location, customers can easily use Virtual Private Networks (VPNs) to bypass geo-blocking and regain access to their content on any streaming service.",MCQ,B,,,,
2024,Slot 1,VARC,Which one of the following statements about art best captures the arguments made in the passage?,Which one of the following statements about art best captures the arguments made in the passage?,"Works of art belong to the cultural commons and hence must remain available in perpetuity, irrespective of who pays for access to them.","In the age of online subscription services, it is time to change our understanding of classic works of art being primarily immutable and easily available to the public.","As art is increasingly created, stored and distributed digitally, access to it is counterintuitively likely to be made more difficult by the rapid churn in technology and the whims of host platforms.","Accepting retroactive changes to works of art is dangerous because it will encourage creators to not put enough effort into the original attempt, given that they can always edit or update their work later.",MCQ,C,,,,
2024,Slot 1,VARC,"The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Scientific research shows that many animals are very intelligent and have sensory and motor abilities that dwarf ours. Dogs are able to detect diseases such as cancer and diabetes and warn humans of impending heart attacks and strokes. Elephants, whales, hippopotamuses, giraffes, and alligators use low-frequency sounds to communicate over long distances, often miles. Many animals also display wide-ranging emotions, including joy, happiness, empathy, compassion, grief, and even resentment and embarrassment. It's not surprising that animals share many emotions with us because we also share brain structures, located in the limbic system, that are the seat of our emotions.","The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Scientific research shows that many animals are very intelligent and have sensory and motor abilities that dwarf ours. Dogs are able to detect diseases such as cancer and diabetes and warn humans of impending heart attacks and strokes. Elephants, whales, hippopotamuses, giraffes, and alligators use low-frequency sounds to communicate over long distances, often miles. Many animals also display wide-ranging emotions, including joy, happiness, empathy, compassion, grief, and even resentment and embarrassment. It's not surprising that animals share many emotions with us because we also share brain structures, located in the limbic system, that are the seat of our emotions.",Animals can show emotions which are typically associated with humans.,The similarity in brain structure explains why animals show emotions typically associated with humans.,The advanced sensory and motor abilities of animals is the reason why they can display wide-ranging emotions.,Animals are more intelligent than us in sensing danger and detecting diseases.,MCQ,B,,,,
2024,Slot 1,VARC,"Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. Urbanites also have more and better options for getting around: Uber is ubiquitous; easy-to-rent dockless bicycles are spreading; battery-powered scooters will be next. 2. When more people use buses or trains the service usually improves because public-transport agencies run more buses and trains.3. Worsening services on public transport, terrorist attacks in some urban metros and a rise in fares have been blamed for this trend. 4. It seems more likely that public transport is being squeezed structurally as people's need to travel is diminishing as a result of smartphones, video-conferencing, online shopping and so on. 5. There has been a puzzling decline in the use of urban public transport in many countries in the west, despite the growth in urban populations and rising employment.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. Urbanites also have more and better options for getting around: Uber is ubiquitous; easy-to-rent dockless bicycles are spreading; battery-powered scooters will be next. 2. When more people use buses or trains the service usually improves because public-transport agencies run more buses and trains.3. Worsening services on public transport, terrorist attacks in some urban metros and a rise in fares have been blamed for this trend. 4. It seems more likely that public transport is being squeezed structurally as people's need to travel is diminishing as a result of smartphones, video-conferencing, online shopping and so on. 5. There has been a puzzling decline in the use of urban public transport in many countries in the west, despite the growth in urban populations and rising employment.",,,,,Numerical,2,,,,
2024,Slot 1,VARC,"There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Understanding central Asia's role helps developments make more sense not only across Asia but in Europe, the Americas and Africa.Paragraph: The nations of the Silk Roads are sometimes called 'developing countries', but they are actually some of the world's most highly developed countries, the very crossroads of civilization, in advanced states of disrepair. ___(1)___. These countries lie at the centre of global affairs: they have since the beginning of history. Running across the spine of Asia, they form a web of connections fanning out in every direction, routes along which pilgrims and warriors, nomads and merchants have travelled, goods and produce have been bought and sold, and ideas exchanged, adapted and refined. ___(2)___ .They have carried not only prosperity, but also death and violence, disease and disaster. ___(3)___. The Silk Roads are the world's central nervous system, connecting otherwise far-flung peoples and places…. ___(4)___. It allows us to see patterns and links, causes and effects that remain invisible if one looks only at Europe, or North America.","There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Understanding central Asia's role helps developments make more sense not only across Asia but in Europe, the Americas and Africa.Paragraph: The nations of the Silk Roads are sometimes called 'developing countries', but they are actually some of the world's most highly developed countries, the very crossroads of civilization, in advanced states of disrepair. ___(1)___. These countries lie at the centre of global affairs: they have since the beginning of history. Running across the spine of Asia, they form a web of connections fanning out in every direction, routes along which pilgrims and warriors, nomads and merchants have travelled, goods and produce have been bought and sold, and ideas exchanged, adapted and refined. ___(2)___ .They have carried not only prosperity, but also death and violence, disease and disaster. ___(3)___. The Silk Roads are the world's central nervous system, connecting otherwise far-flung peoples and places…. ___(4)___. It allows us to see patterns and links, causes and effects that remain invisible if one looks only at Europe, or North America.",Option 1,Option 4,Option 3,Option 2,MCQ,B,,,,
2024,Slot 2,VARC,"The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Recent important scientific findings have emerged from crossing the boundaries of scientific fields. They stem from physicists collaborating with biologists, sociologists and others, to answer questions about our world. But physicists and their potential collaborators often find their cultures out of sync. For one, physicists often discard a lot of information while extracting broad patterns; for other scientists, information is not readily disposed. Further, many non-physicists are uncomfortable with mathematical models. Still, the desire to work on something new and different is real, and there are clear benefits from the collision of views.","The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage.Recent important scientific findings have emerged from crossing the boundaries of scientific fields. They stem from physicists collaborating with biologists, sociologists and others, to answer questions about our world. But physicists and their potential collaborators often find their cultures out of sync. For one, physicists often discard a lot of information while extracting broad patterns; for other scientists, information is not readily disposed. Further, many non-physicists are uncomfortable with mathematical models. Still, the desire to work on something new and different is real, and there are clear benefits from the collision of views.",Physicists have successfully buried their differences on research methods applied in other fields in their desire to find answers to baffling scientific questions.,Large data sets and mathematical models in physics research combined with the research methods of non-physicist collaborators have yielded important scientific findings.,The desire to diversify their research and answer important questions has led to several collaborations between physicists and other social scientists.,"Despite differences in their research styles, physicists' research collaborations with scholars from other disciplines have yielded important research findings.",MCQ,D,,,,
2024,Slot 2,VARC,Based on the passage we can infer that the author would most probably support,Based on the passage we can infer that the author would most probably support,publicising peer review data rather than the publication of actual reviews.,preserving the anonymity of reviewers to protect them from criticism.,more careful screening to ensure the recruitment of content-familiar peer reviewers.,greater transparency across the peer review process in academic publishing.,MCQ,D,,,,
2024,Slot 2,VARC,"According to the passage, which of the following is the only reason NOT given in favour of making peer review data public?","According to the passage, which of the following is the only reason NOT given in favour of making peer review data public?",It can tackle the problem of selecting appropriately qualified reviewers for academic writing.,It would highlight the gender and race biases currently existing in the selection of reviewers.,It will deal with peer review fraud such as authors publishing bogus reviews of their work.,It could address various inefficiencies and fraudulent practices that continue in academic publishing process.,MCQ,A,,,,
2024,Slot 2,VARC,"According to the passage, some are opposed to making peer reviews public for all the following reasons EXCEPT that it","According to the passage, some are opposed to making peer reviews public for all the following reasons EXCEPT that it",delays the manuscript evaluation process as reviewers would take longer to write their reviews.,"makes reviewers reluctant to review manuscripts, especially if these are critical of the submitted work.",leaves the reviewers unexposed to unwarranted and unjustified criticism or comments from others.,"deters reviewers from producing honest, if critical, reviews that are vital to the sound publishing process.",MCQ,C,,,,
2024,Slot 2,VARC,All of the following are listed as reasons why academics choose to review other scholars' work EXCEPT:,All of the following are listed as reasons why academics choose to review other scholars' work EXCEPT:,It is seen as a form of service to the academic community.,It helps them keep current with cutting-edge ideas in their academic disciplines.,It is seen as an opportunity to expand their influence in the academic community.,Some use this as an opportunity to publicise their own review work.,MCQ,C,,,,
2024,Slot 2,VARC,"There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Science has officially crowned us superior to our early-rising brethren. Paragraph: My fellow night owls, grab a strong cup of coffee and gather around: I have great news. ___(1)___. For a long time, our kind has been unfairly maligned. Stereotyped as lazy and undisciplined. Told we ought to be morning larks. Advised to go to bed early so we can wake before 5am and run a marathon before breakfast like all high-flyers seem to do. Now, however, we are having the last laugh. ___(2)___. It may be a tad more complicated than that. A study published last week, which you may have already seen while scrolling at 1am, suggests that staying up late could be good for brain power. ___(3)___. Is this study a thinly veiled PR exercise conducted by a caffeine-pill company? Nope, it's legit. ___(4)___. Research led by academics at Imperial College London studied data on more than 26,000 people and found that ""self-declared 'night owls' generally tend to have higher cognitive scores"".","There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Science has officially crowned us superior to our early-rising brethren. Paragraph: My fellow night owls, grab a strong cup of coffee and gather around: I have great news. ___(1)___. For a long time, our kind has been unfairly maligned. Stereotyped as lazy and undisciplined. Told we ought to be morning larks. Advised to go to bed early so we can wake before 5am and run a marathon before breakfast like all high-flyers seem to do. Now, however, we are having the last laugh. ___(2)___. It may be a tad more complicated than that. A study published last week, which you may have already seen while scrolling at 1am, suggests that staying up late could be good for brain power. ___(3)___. Is this study a thinly veiled PR exercise conducted by a caffeine-pill company? Nope, it's legit. ___(4)___. Research led by academics at Imperial College London studied data on more than 26,000 people and found that ""self-declared 'night owls' generally tend to have higher cognitive scores"".",Option 4,Option 1,Option 2,Option 3,MCQ,C,,,,
2024,Slot 2,VARC,"Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. The UK is a world leader in developing cultivated meat and the approval of a cultivated pet food is an important milestone.2. If we're to realise the full potential benefits of cultivated meat the government must invest in research and infrastructure. 3. The first UK applications for cultivated meat produced for humans remain under assessment with the Food Standards Agency.4. The previous UK government had been looking at fast-tracking the approval of cultivated meat for human consumption.5. It underscores the potential for new innovation to help reduce the negative impacts of intensive animal agriculture.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. The UK is a world leader in developing cultivated meat and the approval of a cultivated pet food is an important milestone.2. If we're to realise the full potential benefits of cultivated meat the government must invest in research and infrastructure. 3. The first UK applications for cultivated meat produced for humans remain under assessment with the Food Standards Agency.4. The previous UK government had been looking at fast-tracking the approval of cultivated meat for human consumption.5. It underscores the potential for new innovation to help reduce the negative impacts of intensive animal agriculture.",,,,,Numerical,4,,,,
2024,Slot 2,VARC,"In the context of the passage, which one of the following conclusions CANNOT be reached?","In the context of the passage, which one of the following conclusions CANNOT be reached?",India was colonised for its spices and gold.,Tobacco was more marketable than spices.,The spice trade was a driver of colonial expansion.,Colonialism was motivated by the demand for spices.,MCQ,A,,,,
2024,Slot 2,VARC,"It can be inferred that all of the following contributed to a decline in the allure of spices, EXCEPT:","It can be inferred that all of the following contributed to a decline in the allure of spices, EXCEPT:",changes in European cuisine.,the development of refrigeration techniques.,increase in the availability of spices.,changes in the system of medical treatment.,MCQ,C,,,,
2024,Slot 2,VARC,"If a trader brought white peppercorns from India to medieval Europe, all of the following are unlikely to happen, EXCEPT:","If a trader brought white peppercorns from India to medieval Europe, all of the following are unlikely to happen, EXCEPT:",Europeans would doubt the story of pepper harvesting.,the price of spices would decrease.,medieval maps would be used as navigational aids.,pepper would no longer be considered exotic.,MCQ,A,,,,
2024,Slot 2,VARC,"In the context of the passage, the people who heard the story of pepper trees being guarded by snakes would be least likely to arrive at the conclusion that","In the context of the passage, the people who heard the story of pepper trees being guarded by snakes would be least likely to arrive at the conclusion that",it is no surprise that the pepper supply is so limited.,it is not advisable to go to India to harvest the pepper themselves.,this is why pepper is so hot.,pepper is costly for good reason.,MCQ,C,,,,
2024,Slot 2,VARC,We can assume that the author would support all of the following views EXCEPT:,We can assume that the author would support all of the following views EXCEPT:,It has become far easier for people today to bring out innovations with dire worldwide consequences than it was earlier.,The emissions caused by the large-scale use of leaded fuel ought to have been addressed earlier than they were.,"While technological advances in the past have had innocuous or beneficial outcomes, more recent advances have the potential to be more threatening globally.","The by-products of leaded fuel, rather than the fuel itself, were responsible for the build-up of carbon-related gases in the atmosphere.",MCQ,C,,,,
2024,Slot 2,VARC,"Carrier, Babbage, and Edison are mentioned in the passage to illustrate the author's point that","Carrier, Babbage, and Edison are mentioned in the passage to illustrate the author's point that",these inventors could not have visualised the eventual impact of their inventions on society.,the secondary effect of past inventions mostly resulted in the creation of new inventions.,inventions typically end up being used for entirely different purposes than the intended ones.,"despite the original intention, the unintended consequences of their inventions were largely beneficial.",MCQ,A,,,,
2024,Slot 2,VARC,Which of the following best conveys the main point of the first paragraph?,Which of the following best conveys the main point of the first paragraph?,"The secondary effects of most major technological advances in the past, especially if they were unintended, have turned out to be beneficial.",The full impact of technological advances cannot be estimated in the short run as the ripple effects often extend far beyond the original intent.,The entire impact of a technological advance should be evaluated by the boost its secondary effects gives to generating further technological advances.,"It is important to judge an invention not by its immediate outcomes, but by the holistic impact of its secondary effects.",MCQ,B,,,,
2024,Slot 2,VARC,"The author lists all of the following examples as ""externalities"" of major technical advances EXCEPT:","The author lists all of the following examples as ""externalities"" of major technical advances EXCEPT:",extension of the phonograph to large-scale recording of music,build-up of chlorofluorocarbons in the atmosphere,cooling and de-humidifying of factories through air-conditioning,application of the Jacquard loom to modern IT programming,MCQ,C,,,,
2024,Slot 2,VARC,"Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. No known real researcher of human behaviour would say that gender is all nature or all nurture.2. The evidence for a biological basis for gender certainly doesn't mean we should be complacent in the face of sexism.3. Many people are uncomfortable with the idea that gender is not purely a social construct.4. Despite this empirical truth, researchers who study the biological basis of gender often face political pushback. 5. There's a political preference for gender to be only a reflection of social factors and so entirely malleable.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. No known real researcher of human behaviour would say that gender is all nature or all nurture.2. The evidence for a biological basis for gender certainly doesn't mean we should be complacent in the face of sexism.3. Many people are uncomfortable with the idea that gender is not purely a social construct.4. Despite this empirical truth, researchers who study the biological basis of gender often face political pushback. 5. There's a political preference for gender to be only a reflection of social factors and so entirely malleable.",,,,,Numerical,2,,,,
2024,Slot 2,VARC,"There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Yet each day the flock produced eggs with calcareous shells though they apparently had not ingested any calcium from land which was entirely lacking in limestone. Paragraph: Early in this century a young Breton schoolboy who preparing himself for a scientific career began to notice a strange fact about hens in his father's poultry yard. ___(1) ___. As they scratched the soil they constantly seemed to be pecking at specks of mica, a siliceous material dotting the ground. ___(2)___. No one could explain to Louis Kervran why the chickens selected the mica, or why each time a bird was killed for the family cooking pot no trace of the mica could be found in its gizzard. ___(3) ___. It took Kervran many years to establish that the chickens were transmuting one element into another. ___(4)___.","There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: Yet each day the flock produced eggs with calcareous shells though they apparently had not ingested any calcium from land which was entirely lacking in limestone. Paragraph: Early in this century a young Breton schoolboy who preparing himself for a scientific career began to notice a strange fact about hens in his father's poultry yard. ___(1) ___. As they scratched the soil they constantly seemed to be pecking at specks of mica, a siliceous material dotting the ground. ___(2)___. No one could explain to Louis Kervran why the chickens selected the mica, or why each time a bird was killed for the family cooking pot no trace of the mica could be found in its gizzard. ___(3) ___. It took Kervran many years to establish that the chickens were transmuting one element into another. ___(4)___.",Option 3,Option 4,Option 1,Option 2,MCQ,A,,,,
2024,Slot 2,VARC,"According to the passage, which of the following scenarios would MOST likely exacerbate the frequency of carnivore-human conflicts?","According to the passage, which of the following scenarios would MOST likely exacerbate the frequency of carnivore-human conflicts?",Attempting to photograph wild animals from within secured viewing areas in national parks and protected zones.,Implementing 'food waste' management strategies to prevent wild animals being attracted to human food sources.,Addressing the impact of climate change on the availability of resources for wildlife.,Unleashing dogs by pet owners in areas with known high concentrations of large carnivores.,MCQ,D,,,,
2024,Slot 2,VARC,"According to the passage, what is a significant factor that contributes to the habituation of carnivores to human presence?","According to the passage, what is a significant factor that contributes to the habituation of carnivores to human presence?","The natural aggression exhibited by carnivores, exacerbated by human interference, particularly when they are safeguarding their offspring or food sources.","The increased scarcity of resources due to climate change, forcing carnivores to venture outside their natural habitats in search of sustenance.",The predatory perception of humans as potential prey within the carnivores' food chain.,"The reduction in carnivores' instinctive fear response, resulting from their reliance upon human-provided food.",MCQ,D,,,,
